/cliphomes/myuan/anaconda3/lib/python3.6/site-packages/h5py/__init__.py:36: FutureWarning: Conversion of the second argument of issubdtype from `float` to `np.floating` is deprecated. In future, it will be treated as `np.float64 == np.dtype(float).type`.
  from ._conv import register_converters as _register_converters
Using TensorFlow backend.
Epoch 5 train_acc: 0.027337977662682533
Epoch 10 train_acc: 0.025995180010795593
Epoch 15 train_acc: 0.025188954547047615
Epoch 20 train_acc: 0.024480296298861504
Epoch 25 train_acc: 0.023944517597556114
Epoch 30 train_acc: 0.02355330064892769
Epoch 35 train_acc: 0.02319510281085968
Epoch 40 train_acc: 0.02292473427951336
Epoch 45 train_acc: 0.022770890966057777
Epoch 50 train_acc: 0.022472964599728584
Epoch 55 train_acc: 0.022226959466934204
Epoch 60 train_acc: 0.022074254229664803
Epoch 65 train_acc: 0.021998705342411995
Epoch 70 train_acc: 0.021907614544034004
Epoch 75 train_acc: 0.0217786505818367
Epoch 80 train_acc: 0.02166740782558918
Epoch 85 train_acc: 0.021560290828347206
Epoch 90 train_acc: 0.021484406664967537
Epoch 95 train_acc: 0.021335797384381294
Epoch 100 train_acc: 0.02123945765197277
Epoch 105 train_acc: 0.021090809255838394
Epoch 110 train_acc: 0.021018872037529945
Epoch 115 train_acc: 0.021009180694818497
Epoch 120 train_acc: 0.02093655988574028
Epoch 125 train_acc: 0.02080623060464859
Epoch 130 train_acc: 0.02082178369164467
Epoch 135 train_acc: 0.020745664834976196
Epoch 140 train_acc: 0.02069575898349285
Epoch 145 train_acc: 0.0206800177693367
Epoch 150 train_acc: 0.02060147561132908
Epoch 155 train_acc: 0.020605433732271194
Epoch 160 train_acc: 0.020548978820443153
Epoch 165 train_acc: 0.02051268145442009
Epoch 170 train_acc: 0.020477866753935814
Epoch 175 train_acc: 0.020423687994480133
Epoch 180 train_acc: 0.020402178168296814
Epoch 185 train_acc: 0.020397232845425606
Epoch 190 train_acc: 0.02034386619925499
Epoch 195 train_acc: 0.02030087821185589
Epoch 200 train_acc: 0.02027536928653717
